gene_representative,product_name
195.2024.peg.1270,"Oxygen-independent coproporphyrinogen III oxidase, putative"
195.2024.peg.122,Flagellar-associated protein FlgQ
195.2024.peg.634,Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)
195.2024.peg.694,Translation elongation factor Tu
195.2024.peg.1236,"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)"
195.2024.peg.1411,"L-serine dehydratase, beta subunit (EC 4.3.1.17) / L-serine dehydratase, alpha subunit (EC 4.3.1.17)"
195.2024.peg.85,hypothetical protein
195.2024.peg.1097,SSU ribosomal protein S19p (S15e)
195.2024.peg.218,Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6)
195.2024.peg.866,SSU ribosomal protein S9p (S16e)
195.2024.peg.1539,"Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.-), 7-alpha-HSDH-like => refractory to triclosan"
195.2024.peg.753,Polyphosphate kinase (EC 2.7.4.1)
195.2024.peg.1720,Cell wall-associated hydrolase
195.2024.peg.1280,Putative D-2-hydroxyacid dehydrogenase
195.2024.peg.522,Excinuclease ABC subunit B
195.2024.peg.258,D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) / D-glycero-beta-D-manno-heptose-7-phosphate kinase (EC 2.7.1.167)
195.2024.peg.100,3-dehydroquinate synthase (EC 4.2.3.4)
195.2024.peg.745,Phospholipase A1 (EC 3.1.1.32) (EC 3.1.1.4) @ Outer membrane phospholipase A
195.2024.peg.1530,FIG00973752: TolA-like membrane protein
195.2024.peg.1702,tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmE
195.2024.peg.530,ATP-dependent protease subunit HslV (EC 3.4.25.2)
195.2024.peg.1139,Histidine permease YuiF
195.2024.peg.509,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) (EC 1.17.7.3)
195.2024.peg.29,3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)
195.2024.peg.1305,hypothetical protein
195.2024.peg.1369,hypothetical protein
195.2024.peg.1388,putative ATP/GTP-binding protein (mrp protein homolog)
195.2024.peg.702,Cyclic dehypoxanthine futalosine synthase (EC 1.21.98.1)
195.2024.peg.1175,2-methylcitrate dehydratase (EC 4.2.1.79)
195.2024.peg.630,"2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase, gamma subunit (EC 1.2.7.-)"
195.2024.peg.1612,Penicillin-insensitive transglycosylase (EC 2.4.2.-) & transpeptidase PBP-1C
195.2024.peg.588,Two-component system histidine kinase RacS
195.2024.peg.1682,hypothetical protein
195.2024.peg.317,Membrane protein
195.2024.peg.1023,Hypothetical protein Cj0135
195.2024.peg.1370,hypothetical protein
195.2024.peg.266,"Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)"
195.2024.peg.1575,Methionine ABC transporter substrate-binding protein
195.2024.peg.357,Pyridoxine 5'-phosphate synthase (EC 2.6.99.2)
195.2024.peg.1095,SSU ribosomal protein S3p (S3e)
195.2024.peg.1088,"SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-dependent"
195.2024.peg.1049,"Tol biopolymer transport system, TolR protein"
195.2024.peg.1203,Pantoate--beta-alanine ligase (EC 6.3.2.1)
195.2024.peg.931,Membrane protein
195.2024.peg.580,Acetylornithine deacetylase type II (EC 3.5.1.16)
195.2024.peg.277,Spermidine export protein MdtI
195.2024.peg.1627,Orotate phosphoribosyltransferase (EC 2.4.2.10)
195.2024.peg.689,LSU ribosomal protein L1p (L10Ae)
195.2024.peg.1206,Molybdenum ABC transporter ATP-binding protein ModC
195.2024.peg.499,Flagellar basal-body rod protein FlgF
195.2024.peg.1024,Homoserine kinase (EC 2.7.1.39)
195.2024.peg.25,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)
195.2024.peg.994,"GTP 3',8-cyclase (EC 4.1.99.22)"
195.2024.peg.669,hypothetical protein
195.2024.peg.898,"Putative formate dehydrogenase, cytochrome B subunit (EC 1.2.1.2)"
195.2024.peg.858,"Type II secretion cytoplasmic ATP binding protein (PulE, ATPase)"
195.2024.peg.1320,ATP/GTP-binding protein
195.2024.peg.1366,hypothetical protein
195.2024.peg.489,3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12)(EC 2.4.99.13)
195.2024.peg.1293,Integral membrane protein
195.2024.peg.679,"L-fuco-beta-pyranose dehydrogenase, type 2 (EC 1.1.1.122)"
195.2024.peg.1617,DNA modification methylase (Adenine-specific methyltransferase) (EC 2.1.1.72)
195.2024.peg.332,Hemerythrin domain protein
195.2024.peg.1162,Branched-chain amino acid aminotransferase (EC 2.6.1.42)
195.2024.peg.691,Transcription antitermination protein NusG
195.2024.peg.120,Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)
195.2024.peg.1082,Protein translocase subunit SecY
195.2024.peg.486,SSU ribosomal protein S16p
195.2024.peg.636,Malate dehydrogenase (EC 1.1.1.37)
195.2024.peg.1437,Putative periplasmic protein
195.2024.peg.414,Putative periplasmic protein
195.2024.peg.1465,putative lipoprotein
195.2024.peg.1338,Paralysed flagella protein PflA
195.2024.peg.541,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45)
195.2024.peg.932,Modulator of drug activity B
195.2024.peg.427,"3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)"
195.2024.peg.77,Transmembrane transport protein
195.2024.peg.1276,Ferredoxin domain-containing integral membrane protein
195.2024.peg.8,Rrf2 family transcriptional regulator
195.2024.peg.1262,"4Fe-4S ferredoxin, iron-sulfur binding"
195.2024.peg.1365,Phosphonate ABC transporter phosphate-binding periplasmic component (TC 3.A.1.9.1)
195.2024.peg.933,Putative transporter
195.2024.peg.1030,"Putative fructose-1,6-bisphosphatase or related enzymes of inositol monophosphatase family"
195.2024.peg.915,Diaminopimelate epimerase (EC 5.1.1.7)
195.2024.peg.447,Similar to imidazole glycerol phosphate synthase cyclase subunit (LPS cluster)
195.2024.peg.914,Dephospho-CoA kinase (EC 2.7.1.24)
195.2024.peg.194,Probable lipoprotein Cj1090c
195.2024.peg.75,Thermonuclease family protein
195.2024.peg.284,Translation elongation factor Ts
195.2024.peg.989,Putative manganese efflux pump MntP
195.2024.peg.1029,Outer membrane protein assembly factor YaeT
195.2024.peg.1520,Undecaprenyl diphosphate synthase (EC 2.5.1.31)
195.2024.peg.54,"ABC transporter, substrate-binding protein PebA (cluster 3, basic aa/glutamine/opines)"
195.2024.peg.38,tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207)
195.2024.peg.893,Hypothetical protein Cj1505c
195.2024.peg.715,Hypothetical protein Cj0449c
195.2024.peg.758,Fumarate hydratase class II (EC 4.2.1.2)
195.2024.peg.529,LSU ribosomal protein L9p
195.2024.peg.548,Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)
195.2024.peg.910,hypothetical protein
195.2024.peg.1469,Uncharacterized protein YgeA of aspartate/glutamate/hydantoin racemase family
195.2024.peg.751,Cytochrome c552 precursor (EC 1.7.2.2)
195.2024.peg.728,Acyl carrier protein
195.2024.peg.690,LSU ribosomal protein L11p (L12e)
195.2024.peg.873,Membrane protein
195.2024.peg.761,Aminodeoxyfutalosine synthase (EC 2.5.1.120)
195.2024.peg.744,Molybdenum cofactor guanylyltransferase (EC 2.7.7.77)
195.2024.peg.1508,Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)
195.2024.peg.1341,NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)
195.2024.peg.727,"3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179)"
195.2024.peg.950,Putative transporter
195.2024.peg.512,"Methyltransferase (EC 2.1.1.-), possibly involved in O-methyl phosphoramidate capsule modification"
195.2024.peg.771,Putative periplasmic protein
195.2024.peg.1632,Membrane protein
195.2024.peg.1181,Threonylcarbamoyl-AMP synthase (EC 2.7.7.87)
195.2024.peg.1655,"Adenosine deaminase (EC 3.5.4.4), alternative form"
195.2024.peg.1130,DNA gyrase subunit B (EC 5.99.1.3)
195.2024.peg.1313,Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)
195.2024.peg.1258,Putative uncharacterized protein FIG019238
195.2024.peg.1435,"UDP-N-acetylmuramoyl-dipeptide--2,6-diaminopimelate ligase (EC 6.3.2.13)"
195.2024.peg.477,Pyridoxal phosphate-containing protein YggS
195.2024.peg.1089,LSU ribosomal protein L5p (L11e)
195.2024.peg.1318,Fumarate reductase iron-sulfur protein (EC 1.3.5.4)
195.2024.peg.164,ADP-ribose pyrophosphatase of COG1058 family (EC 3.6.1.13) / Nicotinamide-nucleotide amidase (EC 3.5.1.42)
195.2024.peg.995,7-carboxy-7-deazaguanine synthase (EC 4.3.99.3)
195.2024.peg.167,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
195.2024.peg.923,"Tungstate ABC transporter, ATP-binding protein"
195.2024.peg.1331,hypothetical protein
195.2024.peg.498,Flagellar basal-body rod protein FlgG
195.2024.peg.515,L-glutamine kinase involved in O-methyl phosphoramidate capsule modification
195.2024.peg.706,tRNA-i(6)A37 methylthiotransferase (EC 2.8.4.3)
195.2024.peg.1439,Transketolase (EC 2.2.1.1)
195.2024.peg.90,Putative periplasmic protein
195.2024.peg.1261,Exopolyphosphatase (EC 3.6.1.11)
195.2024.peg.200,short chain dehydrogenase
195.2024.peg.1444,hypothetical protein
195.2024.peg.1329,hypothetical protein
195.2024.peg.134,Pyruvate carboxylase subunit A (EC 6.4.1.1)
195.2024.peg.1034,Probable membrane protein Cj0124c
195.2024.peg.1597,transposase
195.2024.peg.56,Chemotaxis protein methyltransferase CheR (EC 2.1.1.80)
195.2024.peg.1414,hypothetical protein
195.2024.peg.1594,hypothetical protein
195.2024.peg.471,Molybdopterin adenylyltransferase (EC 2.7.7.75)
195.2024.peg.1025,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
195.2024.peg.890,Proline/sodium symporter PutP (TC 2.A.21.2.1) @ Propionate/sodium symporter
195.2024.peg.350,FIG00469465: hypothetical protein
195.2024.peg.1397,Haemin uptake system permease protein
195.2024.peg.325,Putative periplasmic protein
195.2024.peg.942,hypothetical protein
195.2024.peg.231,"N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase (ED 2.4.1.290)"
195.2024.peg.11,hypothetical protein
195.2024.peg.1019,"McrBC restriction endonuclease system, McrB subunit, putative"
195.2024.peg.937,hypothetical protein
195.2024.peg.223,Phosphatidylserine decarboxylase-related protein
195.2024.peg.278,Arginyl-tRNA synthetase (EC 6.1.1.19)
195.2024.peg.1101,LSU ribosomal protein L3p (L3e)
195.2024.peg.1630,Membrane protein
195.2024.peg.688,LSU ribosomal protein L10p (P0)
195.2024.peg.1412,Serine transporter
195.2024.peg.425,FIG00469638: hypothetical protein
195.2024.peg.209,hypothetical protein
195.2024.peg.565,Protein hydE
195.2024.peg.1540,4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)
195.2024.peg.854,Flagellar hook-associated protein FlgK
195.2024.peg.1239,"FIG01269488: protein, clustered with ribosomal protein L32p"
195.2024.peg.377,Membrane protein
195.2024.peg.1422,hypothetical protein
195.2024.peg.639,Murein endolytic transglycosylase MltG
195.2024.peg.666,HIT family protein
195.2024.peg.1204,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)
195.2024.peg.951,"Uncharacterized membrane protein, YraQ family"
195.2024.peg.962,Peptide deformylase (EC 3.5.1.88)
195.2024.peg.1100,LSU ribosomal protein L4p (L1e)
195.2024.peg.1518,Lipopolysaccharide export system permease protein LptF
195.2024.peg.426,"HAD-superfamily phosphatase, subfamily IIIC"
195.2024.peg.1476,L-lactate permease
195.2024.peg.1384,Imidazole glycerol phosphate synthase cyclase subunit
195.2024.peg.1269,"Protoporphyrinogen IX oxidase, novel form, HemJ (EC 1.3.-.-)"
195.2024.peg.558,DNA polymerase III delta subunit (EC 2.7.7.7)
195.2024.peg.364,Excinuclease ABC subunit C
195.2024.peg.211,tRNA pseudouridine(55) synthase (EC 5.4.99.25)
195.2024.peg.1266,Cytochrome c551 peroxidase (EC 1.11.1.5)
195.2024.peg.569,"Phosphate ABC transporter, ATP-binding protein PstB (TC 3.A.1.7.1)"
195.2024.peg.1552,Lysophospholipid transporter LplT / 2-acylglycerophosphoethanolamine acyltransferase (EC 2.3.1.40) / Acyl-[acyl-carrier-protein] synthetase (EC 6.2.1.20)
195.2024.peg.1167,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)
195.2024.peg.1076,"3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)"
195.2024.peg.1257,Tryptophan synthase alpha chain (EC 4.2.1.20)
195.2024.peg.508,Flagellar L-ring protein FlgH
195.2024.peg.213,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)
195.2024.peg.31,Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)
195.2024.peg.429,hypothetical protein
195.2024.peg.944,"Uncharacterized NAD(P)H oxidoreductase, YdeQ/YrkL/YwrO family"
195.2024.peg.334,conserved hypothetical protein
195.2024.peg.1631,"Carbonic anhydrase, beta class (EC 4.2.1.1)"
195.2024.peg.466,"ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)"
195.2024.peg.1499,Predicted phosphohydrolase
195.2024.peg.1535,Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)
195.2024.peg.1177,hypothetical protein
195.2024.peg.1158,Methyl-accepting chemotaxis signal transduction protein
195.2024.peg.844,FIG00638667: hypothetical protein
195.2024.peg.1543,"Efflux ABC transporter, permease/ATP-binding protein"
195.2024.peg.1332,hypothetical protein
195.2024.peg.664,Ammonium transporter
195.2024.peg.363,Membrane protein
195.2024.peg.667,Indole-3-glycerol phosphate synthase (EC 4.1.1.48)
195.2024.peg.647,Chaperone protein HtpG
195.2024.peg.372,hypothetical protein
195.2024.peg.118,FIG00638667: hypothetical protein
195.2024.peg.137,Putative transmembrane transport protein
195.2024.peg.476,Flagellin C
195.2024.peg.179,Flagellar assembly factor FliW
195.2024.peg.519,Putative periplasmic protein
195.2024.peg.1441,"ABC transporter, ATP-binding protein (cluster 9, phospholipid)"
195.2024.peg.554,"SMF family protein, DNA processing chain A (DprA)"
195.2024.peg.1371,hypothetical protein
195.2024.peg.1145,"Hydrolase, HAD superfamily"
195.2024.peg.718,Ferric receptor CfrA
195.2024.peg.327,Heat shock protein 60 kDa family chaperone GroEL
195.2024.peg.386,DNA/RNA non-specific endonuclease
195.2024.peg.1642,Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17)
195.2024.peg.1295,Shikimate kinase I (EC 2.7.1.71)
195.2024.peg.532,GTP-binding protein Era
195.2024.peg.708,hypothetical protein
195.2024.peg.117,Putative cytochrome c
195.2024.peg.928,Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)
195.2024.peg.1656,3-dehydroquinate dehydratase II (EC 4.2.1.10)
195.2024.peg.1075,Putative periplasmic protein
195.2024.peg.33,"DJ-1/YajL/PfpI superfamily, includes chaperone protein YajL (former ThiJ), parkinsonism-associated protein DJ-1, peptidases PfpI, Hsp31"
195.2024.peg.972,Putative serine/threonine protein phosphatase (EC 3.1.3.16)
195.2024.peg.340,hypothetical protein
195.2024.peg.1160,Membrane protein
195.2024.peg.1590,Heat shock protein GrpE
195.2024.peg.1286,Protein-methionine-sulfoxide reductase catalytic subunit MsrP
195.2024.peg.1010,"PhoX, Predicted phosphatase"
195.2024.peg.1232,Tricarboxylate transport protein TctB
195.2024.peg.1483,hypothetical protein
195.2024.peg.1155,CTP synthase (EC 6.3.4.2)
195.2024.peg.23,Two-component system sensor histidine kinase
195.2024.peg.774,Iron-sulfur cluster-binding protein
195.2024.peg.551,Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11)
195.2024.peg.1148,hypothetical protein
195.2024.peg.283,"ABC transporter, ATP-binding protein"
195.2024.peg.227,"UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.135)"
195.2024.peg.1583,Arginine decarboxylase (EC 4.1.1.19)
195.2024.peg.1292,2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)
195.2024.peg.513,"Methyltransferase (EC 2.1.1.-), possibly involved in O-methyl phosphoramidate capsule modification"
195.2024.peg.36,"ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)"
195.2024.peg.1591,Heat-inducible transcription repressor HrcA
195.2024.peg.1512,"NhaC, Na+/H+ antiporter"
195.2024.peg.773,L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1)
195.2024.peg.400,Twin-arginine translocation protein TatB
195.2024.peg.480,2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)
195.2024.peg.1180,Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
195.2024.peg.1342,NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)
195.2024.peg.1714,Outer membrane lipoprotein carrier protein LolA
195.2024.peg.852,hypothetical protein
195.2024.peg.238,Polysaccharide biosynthesis protein WlaX
195.2024.peg.1684,hypothetical protein
195.2024.peg.370,hypothetical protein
195.2024.peg.1679,Putative periplasmic protein
195.2024.peg.1665,hypothetical protein
195.2024.peg.1322,SrpA-related protein
195.2024.peg.1421,hypothetical protein
195.2024.peg.523,Anaerobic C4-dicarboxylate transporter DcuB
195.2024.peg.896,hypothetical protein
195.2024.peg.344,Putative two-component sensor
195.2024.peg.984,Putative iron-uptake ABC transport system ATP-binding protein
195.2024.peg.193,hypothetical protein
195.2024.peg.1150,Uncharacterized RNA pseudouridine synthase HP0347
195.2024.peg.886,hypothetical protein
195.2024.peg.162,Small hydrophobic protein
195.2024.peg.255,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
195.2024.peg.1346,NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)
195.2024.peg.741,Phosphatidate cytidylyltransferase (EC 2.7.7.41)
195.2024.peg.1456,"Fe2+ ABC transporter, ATP-binding subunit"
195.2024.peg.84,"Coproporphyrinogen III oxidase, oxygen-independent (EC 1.3.99.22)"
195.2024.peg.1058,Chromosome (plasmid) partitioning protein ParB
195.2024.peg.1122,UPF0033 protein YeeD
195.2024.peg.843,Peptide chain release factor 2
195.2024.peg.831,Predicted glycosyltransferase involved in capsule biosynthesis
195.2024.peg.1434,hypothetical protein
195.2024.peg.1637,LSU ribosomal protein L20p
195.2024.peg.111,"Branched-chain amino acid ABC transporter, ATP-binding protein LivF (TC 3.A.1.4.1)"
195.2024.peg.1461,LSU ribosomal protein L21p
195.2024.peg.330,Two-component system histidine kinase DccS
195.2024.peg.1031,Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)
195.2024.peg.1380,Histidinol dehydrogenase (EC 1.1.1.23)
195.2024.peg.1163,2-hydroxymuconate tautomerase-like protein
195.2024.peg.228,UDP-N-acetylbacillosamine transaminase (EC 2.6.1.34)
195.2024.peg.323,FIG00003370: Multicopper polyphenol oxidase
195.2024.peg.987,"integral membrane protein, putative"
195.2024.peg.318,"Inner membrane protein YihY, formerly thought to be RNase BN"
195.2024.peg.51,Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)
195.2024.peg.362,Putative Fe-S oxidoreductase
195.2024.peg.1054,ATP synthase alpha chain (EC 3.6.3.14)
195.2024.peg.1164,"Thiol peroxidase, Bcp-type (EC 1.11.1.15)"
195.2024.peg.1522,Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)
195.2024.peg.322,hypothetical protein
195.2024.peg.705,hypothetical protein
195.2024.peg.1608,Replication-associated recombination protein RarA
195.2024.peg.1193,Cytolethal distending toxin subunit A
195.2024.peg.28,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)
195.2024.peg.659,Alanyl-tRNA synthetase (EC 6.1.1.7)
195.2024.peg.1489,Signal peptidase I (EC 3.4.21.89)
195.2024.peg.444,Pseudaminic acid cytidylyltransferase (EC 2.7.7.81)
195.2024.peg.892,"Selenide,water dikinase (EC 2.7.9.3) @ selenocysteine-containing"
195.2024.peg.1506,Methionyl-tRNA synthetase (EC 6.1.1.10)
195.2024.peg.354,"SAM-dependent methyltransferase, MidA"
