cluster,product_name
Cluster 464,hypothetical protein
Cluster 465,hypothetical protein
Cluster 466,FIG00471396: hypothetical protein
Cluster 467,hypothetical protein
Cluster 468,hypothetical protein
Cluster 469,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 470,Flagellar M-ring protein FliF
Cluster 471,hypothetical protein
Cluster 472,Protein translocase subunit SecA
Cluster 473,Dihydroxy-acid dehydratase (EC 4.2.1.9)
Cluster 474,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 475,SSU ribosomal protein S1p
Cluster 476,phage uncharacterized protein
Cluster 477,L-lactate permease
Cluster 478,hypothetical protein
Cluster 479,RloF
Cluster 480,Putative methyl-accepting chemotaxis protein
Cluster 481,L-glutamine kinase involved in O-methyl phosphoramidate capsule modification
Cluster 482,Methyl-accepting chemotaxis signal transduction protein
Cluster 483,Iron-sulfur cluster-binding protein
Cluster 484,hypothetical protein
Cluster 485,hypothetical protein
Cluster 486,Integral membrane protein
Cluster 487,hypothetical protein
Cluster 488,Capsular polysaccharide export system periplasmic protein KpsD
Cluster 489,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 490,RecD-like DNA helicase YrrC
Cluster 491,Penicillin-insensitive transglycosylase (EC 2.4.2.-) & transpeptidase PBP-1C
Cluster 492,Channel-forming transporter/cytolysins activator of TpsB family
Cluster 493,L-glutamine kinase involved in O-methyl phosphoramidate capsule modification
Cluster 494,Acetate permease ActP (cation/acetate symporter)
Cluster 495,Predicted glycosyltransferase involved in capsule biosynthesis
Cluster 496,"alpha-2,3-sialyltransferase"
Cluster 497,Acylphosphate phosphohydrolase (EC 3.6.1.7) / [NiFe] hydrogenase metallocenter assembly protein HypF
Cluster 498,Glucose-6-phosphate isomerase (EC 5.3.1.9)
Cluster 499,hypothetical protein
Cluster 500,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => CmeF"
Cluster 501,hypothetical protein
Cluster 502,Flagellar hook protein FlgE
Cluster 503,Heat shock protein 60 kDa family chaperone GroEL
Cluster 504,Predicted glycosyltransferase involved in capsule biosynthesis
Cluster 505,CTP synthase (EC 6.3.4.2)
Cluster 506,"ABC-type siderophore export system, fused ATPase and permease components"
Cluster 507,hypothetical protein
Cluster 508,hypothetical protein
Cluster 509,Soluble lytic murein transglycosylase (EC 4.2.2.n1)
Cluster 510,hypothetical protein
Cluster 511,"DNA topoisomerase III, TraE-type (EC 5.99.1.2)"
Cluster 512,hypothetical protein
Cluster 513,hypothetical protein
Cluster 514,DNA primase DnaG
Cluster 515,"Inner membrane protein, KefB/KefC family"
Cluster 516,hypothetical protein
Cluster 517,hypothetical protein
Cluster 518,hypothetical protein
Cluster 519,"Ferric iron ABC transporter, permease protein"
Cluster 520,Type III restriction-modification system methylation subunit (EC 2.1.1.72)
Cluster 521,Ribonuclease Y
Cluster 522,hypothetical protein
Cluster 523,hypothetical protein
Cluster 524,"capsular polysaccharide biosynthesis protein, putative"
Cluster 525,hypothetical protein
Cluster 526,Translation-disabling ACNase RloC
Cluster 527,"Beta-1,3-glucosyltransferase"
Cluster 528,ATP-dependent zinc metalloprotease HP0286
Cluster 529,Type III restriction-modification system DNA endonuclease res (EC 3.1.21.5)
Cluster 530,"capsular polysaccharide biosynthesis protein, putative"
Cluster 531,"Inner membrane protein translocase and chaperone YidC, long form"
Cluster 532,hypothetical protein
Cluster 533,Capsular polysaccharide biosynthesis heptosyltransferase HddD
Cluster 534,Putative periplasmic protein
Cluster 535,Arginyl-tRNA synthetase (EC 6.1.1.19)
Cluster 536,"methyl-accepting chemotaxis protein (tlpB), putative"
Cluster 537,"Anthranilate synthase, amidotransferase component (EC 4.1.3.27) / Anthranilate phosphoribosyltransferase (EC 2.4.2.18)"
Cluster 538,Methyl-accepting chemotaxis signal transduction protein
Cluster 539,"Formate dehydrogenase-O, major subunit (EC 1.2.1.2) @ selenocysteine-containing"
Cluster 540,Signal transduction histidine kinase CheA
Cluster 541,IncF plasmid conjugative transfer protein TraG
Cluster 542,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)
Cluster 543,Protein translocase subunit SecD
Cluster 544,Integral membrane protein
Cluster 545,Uncharacterized integral membrane protein HP0284
Cluster 546,Bis-ABC ATPase YbiT
Cluster 547,Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)
Cluster 548,Single-stranded-DNA-specific exonuclease RecJ
Cluster 549,hypothetical protein
Cluster 550,Flagellar biosynthesis protein FlhA
Cluster 551,hypothetical protein
Cluster 552,DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)
Cluster 553,Methyl-accepting chemotaxis signal transduction protein
Cluster 554,hypothetical protein
Cluster 555,4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.39)
Cluster 556,Motility accessory factor
Cluster 557,"Type II secretion cytoplasmic ATP binding protein (PulE, ATPase)"
Cluster 558,"HAD-superfamily phosphatase, subfamily IIIC"
Cluster 559,Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)
Cluster 560,hypothetical protein
Cluster 561,hypothetical protein
Cluster 562,hypothetical protein
Cluster 563,hypothetical protein
Cluster 564,DNA polymerase III subunits gamma and tau (EC 2.7.7.7)
Cluster 565,Phage tail length tape-measure protein GpT
Cluster 566,Highly acidic protein
Cluster 567,Uncharacterized membrane anchored protein HP_1479
Cluster 568,Putative two-domain glycosyltransferase
Cluster 569,Acetyl-CoA synthetase (EC 6.2.1.1)
Cluster 570,N-linked glycan phosphoethanolamine transferase EptC [Campylobacter]
Cluster 571,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 572,Motility accessory factor
Cluster 573,Laccase (EC 1.10.3.2)
Cluster 574,Integral membrane protein
Cluster 575,"ABC transporter, substrate-binding protein (cluster 5, nickel/peptides/opines)"
Cluster 576,hypothetical protein
Cluster 577,Capsular polysaccharide biosynthesis protein
Cluster 578,2-isopropylmalate synthase (EC 2.3.3.13)
Cluster 579,"GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)"
Cluster 580,N-linked glycan phosphoethanolamine transferase EptC [Campylobacter]
Cluster 581,hypothetical protein
Cluster 582,"Oligopeptide transporter, OPT family"
Cluster 583,hypothetical protein
Cluster 584,IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)
Cluster 585,Excinuclease ABC subunit A
Cluster 586,Capsular polysaccharide biosynthesis heptosyltransferase HddD
Cluster 587,Probable low-affinity inorganic phosphate transporter
Cluster 588,ATP/GTP-binding protein
Cluster 589,hypothetical protein
Cluster 590,Phosphoglycerol transferase-like protein
Cluster 591,DNA repair protein RecN
Cluster 592,hypothetical protein
Cluster 593,Motility accessory factor
Cluster 594,hypothetical protein
Cluster 595,Motility accessory factor
Cluster 596,Protein hydE
Cluster 597,Carbon starvation protein A
Cluster 598,hypothetical protein
Cluster 599,Integral membrane protein
Cluster 600,Methyl-accepting chemotaxis signal transduction protein
Cluster 601,Motility accessory factor
Cluster 602,Methyl-accepting chemotaxis signal transduction protein
Cluster 603,Motility accessory factor
Cluster 604,hypothetical protein
Cluster 605,Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
Cluster 606,Putative amino acid activating enzyme (EC 6.3.2.-)
Cluster 607,hypothetical protein
Cluster 608,Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)
Cluster 609,hypothetical protein
Cluster 610,hypothetical protein
Cluster 611,Putative large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family
Cluster 612,ATP synthase alpha chain (EC 3.6.3.14)
Cluster 613,"AAA+ ATPase superfamily protein YifB/ComM, associated with DNA recombination"
Cluster 614,"bacteriophage DNA transposition protein A, putative"
Cluster 615,"Tetracycline resistance, ribosomal protection type => Tet(O)"
Cluster 616,Putative methyl-accepting chemotaxis protein
Cluster 617,BioD-like N-terminal domain / Phosphate acetyltransferase (EC 2.3.1.8)
Cluster 618,hypothetical protein
Cluster 619,"hydrogenase, (NiFe)/(NiFeSe) small subunit family"
Cluster 620,"Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon) / Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon)"
Cluster 621,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 622,Filamentous haemagglutinin domain protein
Cluster 623,High-affinity Fe2+/Pb2+ permease precursor
Cluster 624,hypothetical protein
Cluster 625,F-box DNA helicase 1
Cluster 626,mobilization/transfer protein
Cluster 627,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 628,Tripartite tricarboxylate transporter TctA family
Cluster 629,"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)"
Cluster 630,Motility accessory factor
Cluster 631,NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)
Cluster 632,Peptidyl-prolyl cis-trans isomerase PpiD (EC 5.2.1.8)
Cluster 633,Integral membrane protein
Cluster 634,Ferric receptor CfrA
Cluster 635,hypothetical protein
Cluster 636,Haemin uptake system outer membrane receptor
Cluster 637,Motility accessory factor
Cluster 638,Putative amino-acid transport protein
Cluster 639,hypothetical protein
Cluster 640,Proline/sodium symporter PutP (TC 2.A.21.2.1) @ Propionate/sodium symporter
Cluster 641,"Multidrug efflux system, outer membrane factor lipoprotein => CmeC"
Cluster 642,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.12)"
Cluster 643,Flagellar hook-associated protein FlgL
Cluster 644,"Oligopeptide transporter, OPT family"
Cluster 645,Integral membrane protein
Cluster 646,"Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB3 / ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB4"
Cluster 647,IncF plasmid conjugative transfer protein TraN
Cluster 648,Cytochrome c oxidase (cbb3-type) subunit CcoN (EC 1.9.3.1)
Cluster 649,IncF plasmid conjugative transfer pilus assembly protein TraH
Cluster 650,hypothetical protein
Cluster 651,Membrane protein
Cluster 652,Exopolyphosphatase (EC 3.6.1.11)
Cluster 653,hypothetical protein
Cluster 654,Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain
Cluster 655,hypothetical protein
Cluster 656,Membrane protein
Cluster 657,2-methylcitrate dehydratase (EC 4.2.1.79)
Cluster 658,hypothetical protein
Cluster 659,hypothetical protein
Cluster 660,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 661,hypothetical protein
Cluster 662,"McrBC restriction endonuclease system, McrB subunit, putative"
Cluster 663,T6SS component TssC (ImpC/VipB)
Cluster 664,Cytosol aminopeptidase PepA (EC 3.4.11.1)
Cluster 665,Peptidoglycan lipid II flippase MurJ
Cluster 666,hypothetical protein
Cluster 667,hypothetical protein
Cluster 668,Glutamate synthase [NADPH] small chain (EC 1.4.1.13)
Cluster 669,hypothetical protein
Cluster 670,hypothetical protein
Cluster 671,Pyruvate carboxylase subunit A (EC 6.4.1.1)
Cluster 672,Pyruvate kinase (EC 2.7.1.40)
Cluster 673,dna methylase-type I restriction-modification system
Cluster 674,hypothetical protein
Cluster 675,Anaerobic C4-dicarboxylate transporter DcuC
Cluster 676,hypothetical protein
Cluster 677,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 678,Aldehyde dehydrogenase A (EC 1.2.1.22) @ Glycolaldehyde dehydrogenase (EC 1.2.1.21)
Cluster 679,"Predicted L-lactate dehydrogenase, Iron-sulfur cluster-binding subunit YkgF"
Cluster 680,hypothetical protein
Cluster 681,"helicase, Snf2 family"
Cluster 682,Ferrous iron transporter FeoB
Cluster 683,Flagellar biosynthesis protein FlhF
Cluster 684,Glutamine synthetase type I (EC 6.3.1.2)
Cluster 685,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
Cluster 686,hypothetical protein
Cluster 687,hypothetical protein
Cluster 688,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)
Cluster 689,Motility accessory factor
Cluster 690,"Beta-1,3-glucosyltransferase"
Cluster 691,FIG00638667: hypothetical protein
Cluster 692,Motility accessory factor
Cluster 693,"Tetracycline resistance, ribosomal protection type => Tet(O)"
Cluster 694,hypothetical protein
Cluster 695,Catalase KatE (EC 1.11.1.6)
Cluster 696,Anaerobic C4-dicarboxylate transporter DcuB
Cluster 697,"Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) / Sulfate permease, Trk-type"
Cluster 698,hypothetical protein
Cluster 699,Motility accessory factor
Cluster 700,hypothetical protein
Cluster 701,hypothetical protein
Cluster 702,hypothetical protein
Cluster 703,hypothetical protein
Cluster 704,HtrA protease/chaperone protein / Serine protease (Protease DO) (EC 3.4.21.-)
Cluster 705,Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)
Cluster 706,hypothetical protein
Cluster 707,hypothetical protein
Cluster 708,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase (EC 2.4.99.-)"
Cluster 709,hypothetical protein
Cluster 710,Ferrous iron transporter FeoB
Cluster 711,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
Cluster 712,hypothetical protein
Cluster 713,Threonine synthase (EC 4.2.3.1)
Cluster 714,"Signal transduction protein CetA, mediates an energy taxis response"
Cluster 715,hypothetical protein
Cluster 716,Aspartate ammonia-lyase (EC 4.3.1.1)
Cluster 717,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
Cluster 718,3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)
Cluster 719,"McrBC restriction endonuclease system, McrB subunit, putative"
Cluster 720,"Putative type IIS restriction /modification enzyme, N-terminal half"
Cluster 721,Possible sugar transferase
Cluster 722,hypothetical protein
Cluster 723,"Fe2+ ABC transporter, substrate binding protein"
Cluster 724,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => CmeF"
Cluster 725,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
Cluster 726,TrkA domain protein HP0282
Cluster 727,Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)
Cluster 728,ATP synthase beta chain (EC 3.6.3.14)
Cluster 729,"alpha-2,3-sialyltransferase"
Cluster 730,"Tricarballylate dehydrogenase, TcuA"
Cluster 731,hypothetical protein
Cluster 732,T6SS component TssK (ImpJ/VasE)
Cluster 733,Putative periplasmic protein
Cluster 734,"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72) / Type I restriction-modification system, specificity subunit S"
Cluster 735,Fumarate hydratase class II (EC 4.2.1.2)
Cluster 736,Glutamyl-tRNA synthetase (EC 6.1.1.17)
Cluster 737,"McrBC restriction endonuclease system, McrB subunit, putative"
Cluster 738,Motility accessory factor
Cluster 739,[Protein-PII] uridylyltransferase (EC 2.7.7.59) / [Protein-PII]-UMP uridylyl-removing enzyme
Cluster 740,Flagellum-specific ATP synthase FliI
Cluster 741,Nicotinate phosphoribosyltransferase (EC 6.3.4.21)
Cluster 742,IncQ plasmid conjugative transfer DNA nicking endonuclease TraR (pTi VirD2 homolog)
Cluster 743,hypothetical protein
Cluster 744,Phosphoglycerol transferase-like protein
Cluster 745,Glycosyltransferase
Cluster 746,Lysophospholipid transporter LplT / 2-acylglycerophosphoethanolamine acyltransferase (EC 2.3.1.40) / Acyl-[acyl-carrier-protein] synthetase (EC 6.2.1.20)
Cluster 747,"Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72) / Type I restriction-modification system, specificity subunit S"
Cluster 748,Two-component system sensor histidine kinase/response regulator hybrid
Cluster 749,Putative transmembrane symporter
Cluster 750,D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) / D-glycero-beta-D-manno-heptose-7-phosphate kinase (EC 2.7.1.167)
Cluster 751,Argininosuccinate lyase (EC 4.3.2.1)
Cluster 752,hypothetical protein
Cluster 753,"Beta-1,3-galactosyltransferase / Beta-1,4-galactosyltransferase"
Cluster 754,(S)-2-hydroxy-acid oxidase (EC 1.1.3.15)
Cluster 755,GTP-binding protein EngA
Cluster 756,Cysteinyl-tRNA synthetase (EC 6.1.1.16)
Cluster 757,Cell division protein FtsA
Cluster 758,hypothetical protein
Cluster 759,Biotin sulfoxide reductase (EC 1.-.-.-) / Free methionine-(S)-sulfoxide reductase
Cluster 760,Motility accessory factor
Cluster 761,"Predicted D-lactate dehydrogenase, Fe-S protein, FAD/FMN-containing"
Cluster 762,Ferredoxin domain-containing integral membrane protein
Cluster 763,Putative C4-dicarboxylate transport protein
Cluster 764,Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-)
