gene_representative,pan_gene_class,product_name,frequency
562.22434.peg.640,unique,Ribonuclease E (EC 3.1.26.12)_2,33
562.7584.peg.50,unique,AIDA autotransporter-like protein_1,6
562.23439.peg.2438,accessory,"Phage tail, tail length tape-measure protein H_77",486
562.7691.peg.3378,accessory,Uncharacterized [4Fe4S] protein YgfK_12,1918
562.22754.peg.4382,unique,Putative large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family_62,27
562.12959.peg.4676,core,"Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)_1",1967
562.12961.peg.2344,unique,"Copper/silver efflux RND transporter, transmembrane protein CusA_1",121
562.13502.peg.4887,core,Exonuclease SbcC_2,1960
562.13502.peg.84,unique,"Conjugative transfer protein TraI, relaxase_2",9
562.22643.peg.3127,core,"Aminoglycosides efflux system AcrAD-TolC, inner-membrane proton/drug antiporter AcrD (RND type)_5",1948
562.42641.peg.3218,unique,VgrG protein_161,8
562.22514.peg.1325,unique,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)_24",39
562.23443.peg.1908,accessory,"Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)_12",1884
562.22946.peg.369,unique,Exodeoxyribonuclease VIII (EC 3.1.11.-)_28,17
562.12959.peg.2794,core,"Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtB (RND type)_1",1967
562.22629.peg.4742,unique,Type III restriction-modification system methylation subunit (EC 2.1.1.72)_10,15
562.22520.peg.4514,unique,Rhs-family protein_9,40
562.22524.peg.3016,unique,Bacteriophage eliminase_8,163
562.23697.peg.3554,accessory,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)_52",272
562.23172.peg.4643,unique,"Per-activated serine protease autotransporter enterotoxin EspC / autotransporter domain, T5aSS type secretion_24",13
562.42818.peg.4703,core,"Multidrug efflux system MdtEF-TolC, inner-membrane proton/drug antiporter MdtF (RND type)_7",1959
562.12959.peg.3586,accessory,"RND efflux system, inner membrane transporter_1",1396
562.22477.peg.3103,unique,RNA polymerase associated protein RapA_2,21
562.16326.peg.2773,unique,Type III restriction-modification system methylation subunit (EC 2.1.1.72)_1,28
562.22449.peg.4468,unique,Type III restriction-modification system methylation subunit (EC 2.1.1.72)_7,12
562.22463.peg.3435,unique,Putative Rhs-family protein_3,19
562.12959.peg.4857,accessory,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)_1",345
562.22524.peg.4796,unique,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)_25",41
562.12959.peg.1547,core,"Evolved beta-D-galactosidase, alpha subunit_1",1961
562.42728.peg.466,unique,alpha-mannosidase (EC 3.2.1.24)_1,102
562.22464.peg.4382,unique,Cellulose synthase operon protein C_7,24
562.42818.peg.1751,core,beta-galactosidase (EC 3.2.1.23)_11,1956
562.23773.peg.1228,accessory,Phage tail length tape-measure protein GpT_61,358
562.13502.peg.2965,unique,"Phage tail, tail length tape-measure protein H_3",150
562.22430.peg.4557,accessory,RTX toxins determinant A and related Ca2+-binding proteins_2,430
562.23112.peg.237,unique,Phage tail length tape-measure protein GpT_38,5
562.22439.peg.3246,accessory,"Type III restriction enzyme, res subunit:DEAD/DEAH box helicase, N-terminal_1",202
562.42724.peg.4882,unique,"Phage tail fiber, side tail fiber protein Stf_402",10
562.42818.peg.708,unique,Tetrathionate reductase subunit A_3,6
562.12961.peg.2601,unique,kinase_1,6
562.23142.peg.3156,accessory,Uncharacterized protein YaiT_14,1343
562.16327.peg.5472,accessory,Mobile element protein_62,402
562.22436.peg.3493,unique,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)_14",9
562.42857.peg.467,accessory,Formate dehydrogenase N alpha subunit (EC 1.2.1.2) @ selenocysteine-containing_11,1796
562.12959.peg.3293,core,Uncharacterized protein YdiJ_1,1968
562.13502.peg.3120,unique,IncI1 plasmid conjugative transfer protein TraU_1,143
562.22430.peg.4561,accessory,Cytotoxic necrotizing factor_1,343
562.22447.peg.4256,accessory,IncI1 plasmid conjugative transfer protein TraU_3,200
562.22745.peg.3289,unique,Phage protein_273,6
562.23377.peg.4025,unique,"Type II, 5-methyl-cytosine DNA methyltransferase_14",6
562.22918.peg.682,unique,Capsular polysaccharide biosynthesis protein_14,73
562.23743.peg.1329,unique,UPF0192 protein YfaS_13,16
562.22453.peg.3859,unique,"Conjugative transfer protein TraI, relaxase_5",9
562.23453.peg.4535,unique,Rhs-family protein_38,29
562.22430.peg.4316,accessory,Polyketide synthase modules and related proteins_4,576
562.22643.peg.2812,unique,Molybdate metabolism regulator_12,19
562.12959.peg.5463,unique,Transposase_6,16
562.34088.peg.2055,unique,"Phage tail fiber, side tail fiber protein Stf_346",22
562.13502.peg.853,unique,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)_4",5
562.16324.peg.5481,unique,Mobile element protein_43,15
562.22434.peg.3560,accessory,Uncharacterized protein YaiT_2,217
562.22452.peg.2336,accessory,Phage tail length tape-measure protein GpT_5,535
562.22837.peg.4853,accessory,Mobile element protein_456,246
562.16324.peg.5512,unique,Mobile element protein_46,34
562.7567.peg.3621,unique,putative surface-exposed virulence protein_27,5
562.22628.peg.2003,unique,Molybdate metabolism regulator_11,68
562.23385.peg.5031,unique,Mobile element protein_621,5
562.12960.peg.5367,unique,Phage protein_10,114
562.22636.peg.4470,unique,Mobile element protein_322,5
562.23121.peg.4935,unique,TnpA transposase_6,11
562.23255.peg.5146,unique,TnpA transposase_7,41
562.22464.peg.462,unique,"Phage tail fiber, side tail fiber protein Stf_30",5
562.22470.peg.1032,unique,Uncharacterized protein YaiT_5,16
562.7659.peg.4455,unique,Mobile element protein_1446,5
562.7707.peg.4618,unique,Transposase_602,108
562.22875.peg.460,unique,Phage tail fiber_6,13
562.12959.peg.4600,accessory,Bacteriophage N4 adsorption protein A_1,1859
562.12960.peg.5027,unique,"Conjugative transfer protein TraI, relaxase_1",16
562.23288.peg.864,unique,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)_43",11
562.23302.peg.2278,unique,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)_44",20
562.34088.peg.4110,unique,T6SS AAA+ chaperone ClpV (TssH)_31,5
562.22727.peg.5045,unique,transposase Tn3_2,12
562.31460.peg.1273,unique,"DNA primase, phage associated_34",7
562.31464.peg.4414,unique,Type III restriction-modification system restriction subunit (EC 3.1.21.5)_4,60
562.22941.peg.1639,unique,Uncharacterized protein YfaL_10,28
562.12959.peg.4166,accessory,Phage tape measure protein Mup42_1,279
562.22842.peg.4737,accessory,Putative large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family_73,290
562.19186.peg.4253,accessory,Uncharacterized protein YaiT_1,232
562.22466.peg.1505,unique,Phage tail length tape-measure protein GpT_7,9
562.7571.peg.4904,accessory,"Phage tail tip, host specificity protein J_200",289
562.7652.peg.1014,unique,Uncharacterized protein YfaL_24,6
562.22444.peg.4258,unique,"Helicase, SNF2/RAD54 family_2",59
562.22697.peg.119,unique,"Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)_31",9
562.23706.peg.1845,unique,Type III restriction-modification system restriction subunit (EC 3.1.21.5)_3,23
562.23536.peg.3810,unique,Uncharacterized lipoprotein YdeK_26,7
562.28838.peg.4878,accessory,Transposase_415,188
562.23845.peg.459,unique,"iron aquisition yersiniabactin synthesis enzyme (Irp1,polyketide synthetase) @ Siderophore biosynthesis non-ribosomal peptide synthetase modules_26",5
562.12959.peg.5098,core,RNA polymerase associated protein RapA_1,1970
562.22902.peg.3535,unique,Uncharacterized outer membrane protein YpjA_12,39
562.19184.peg.1145,accessory,Uncharacterized protein YcgV_2,599
562.22643.peg.1746,unique,Uncharacterized protein YaiT_8,20
562.22868.peg.3883,unique,iron aquisition yersiniabactin synthesis enzyme (Irp2) @ Siderophore biosynthesis non-ribosomal peptide synthetase modules_11,9
562.22839.peg.853,accessory,"Phage replication protein GpA, endonuclease_26",478
562.12959.peg.2021,core,Protease III precursor (EC 3.4.24.55)_1,1968
562.19186.peg.4752,unique,Transposase_39,30
562.22494.peg.5009,unique,"Phage tail tip, host specificity protein J_9",39
562.22510.peg.4484,unique,Phage tape measure protein Mup42_7,16
562.22453.peg.4304,unique,"ATP-dependent Clp protease ATP-binding subunit PA0459, ClpC family_1",15
562.12959.peg.1957,core,Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)_1,1970
562.12959.peg.1979,accessory,Possible hypoxanthine oxidase XdhD (EC 1.-.-.-)_1,1918
562.19821.peg.1373,unique,Type III restriction-modification enzyme helicase subunit_1,27
562.12959.peg.1856,unique,"Type IV secretory pathway, VirB4 components_1",16
562.22479.peg.4177,unique,"Phage tail fiber, side tail fiber protein Stf_36",7
562.22858.peg.3055,unique,Invasin_32,8
562.23304.peg.1945,unique,"Type IV secretory pathway, VirB4 components_4",25
562.28841.peg.3170,unique,UPF0192 protein YfaS_17,21
562.22434.peg.4881,unique,putative ATP-dependent helicase_1,59
562.22521.peg.4689,unique,Phage tail fiber protein GpH_33,13
562.12959.peg.214,core,Valyl-tRNA synthetase (EC 6.1.1.9)_1,1970
562.12961.peg.698,core,Isoleucyl-tRNA synthetase (EC 6.1.1.5)_1,1970
562.22439.peg.4928,unique,Putative large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family_6,147
562.22741.peg.2262,unique,"Phage tail tip, host specificity protein J_36",52
562.23123.peg.1111,unique,Uncharacterized protein YehI_10,15
562.23558.peg.5157,accessory,Antigen 43_65,428
562.42857.peg.3601,unique,Sensor histidine kinase RcsC (EC 2.7.13.3)_6,5
562.7626.peg.2964,unique,Probable ATP-dependent helicase lhr (EC 3.6.1.-)_17,7
562.12959.peg.2647,core,Sensor histidine kinase RcsC (EC 2.7.13.3)_1,1962
562.16466.peg.2323,unique,"Type IV secretory pathway, VirB4 components_2",14
562.19821.peg.1369,unique,"Helicase, SNF2/RAD54 family_1",28
562.22432.peg.5147,unique,ORF182_1,78
562.22715.peg.4999,accessory,Antigen 43_28,320
562.23714.peg.5113,unique,"Phage tail tip, host specificity protein J_107",94
562.42655.peg.4532,unique,T6SS AAA+ chaperone ClpV (TssH)_32,123
562.22435.peg.4278,accessory,IncF plasmid conjugative transfer protein TraG_4,1211
562.22524.peg.4069,unique,"Phage tail fiber, side tail fiber protein Stf_58",15
562.22915.peg.1820,unique,COG3210: Large exoproteins involved in heme utilization or adhesion_37,13
562.7623.peg.4662,unique,"Phage tail, tail length tape-measure protein H_159",8
562.22838.peg.4970,unique,Hybrid sensory histidine kinase in two-component regulatory system with EvgA_8,46
562.12959.peg.1571,core,Glutamine synthetase adenylyl-L-tyrosine phosphorylase (EC 2.7.7.89) / Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)_1,1970
562.12960.peg.3278,unique,"RpoN-dependent transcriptional activator of D-glucosaminate utilization operon, NtrC family_1",96
562.22566.peg.1243,unique,"Phage replication protein GpA, endonuclease_17",60
562.22971.peg.4745,unique,"Phage tail fiber, side tail fiber protein Stf_189",22
562.12961.peg.306,core,Excinuclease ABC subunit A_1,1969
562.22869.peg.4545,unique,IncF plasmid conjugative transfer pilus assembly protein TraC_17,6
562.16466.peg.254,unique,"Uncharacterized protein YaiT, interrupted by IS3E_1",49
562.31460.peg.3444,unique,"DNA primase, phage associated_36",5
562.22721.peg.4712,unique,"FIG045374: Type II restriction enzyme, methylase subunit YeeA_1",7
562.23439.peg.449,unique,Molybdate metabolism regulator_32,9
562.22467.peg.4151,unique,Hemolysin_2,11
562.12961.peg.4607,core,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)_2,1970
562.22589.peg.1043,unique,Phage tail length tape-measure protein GpT_17,11
562.23733.peg.1018,accessory,Electron transport complex protein RnfC_7,566
562.23782.peg.4296,accessory,Probable zinc protease pqqL (EC 3.4.99.-)_13,1338
562.12961.peg.90,core,DNA polymerase I (EC 2.7.7.7)_1,1970
562.22524.peg.4062,unique,"Phage tail, tail length tape-measure protein H_15",34
562.22464.peg.4358,accessory,T6SS AAA+ chaperone ClpV (TssH)_2,853
562.7720.peg.4813,unique,Protein RhsB_96,8
562.22478.peg.3728,unique,COG3210: Large exoproteins involved in heme utilization or adhesion_6,16
562.22428.peg.3662,unique,Phage tail fiber protein GpH_10,55
562.22428.peg.4604,unique,putative RNA methylase_1,5
562.22550.peg.3694,unique,Per-activated serine protease autotransporter enterotoxin EspC_9,23
562.23741.peg.4211,unique,Putative lipoprotein AcfD-like_15,5
562.22467.peg.3646,accessory,"DNA primase, phage associated_5",182
562.17620.peg.5151,unique,"Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB3 / ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB4_3",5
562.22466.peg.1544,unique,Phage tail fiber protein GpH_20,88
562.22695.peg.4705,unique,"Non-ribosomal peptide synthetase modules, siderophore biosynthesis_2",11
562.42857.peg.3344,core,Ribosome-associated ATPase RbbA_7,1968
562.12959.peg.2094,accessory,Signal transduction histidine-protein kinase BarA (EC 2.7.13.3)_1,1940
562.22430.peg.2566,unique,Bacteriophage eliminase_3,17
562.22449.peg.2039,unique,Phage protein_104,10
562.7712.peg.4729,unique,"Phage tail tip, host specificity protein J_270",88
562.7740.peg.5188,unique,Phage tail fiber protein_171,17
562.17621.peg.5169,unique,"Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB3 / ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB4_4",129
562.22535.peg.5060,unique,Putative large exoprotein involved in heme utilization or adhesion of ShlA/HecA/FhaA family_28,19
562.22615.peg.3863,unique,PHP N-terminal domain protein_2,7
562.31458.peg.2553,accessory,Outer membrane usher protein FimD_43,1847
562.23581.peg.4960,unique,Relaxase_11,148
562.13502.peg.20,unique,"Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB3 / ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB4_1",58
562.22529.peg.1907,accessory,"Periplasmic aromatic aldehyde oxidoreductase, molybdenum binding subunit YagR_2",612
562.23298.peg.3934,unique,Putative superfamily I DNA helicases_17,5
562.7572.peg.2198,unique,Exodeoxyribonuclease VIII (EC 3.1.11.-)_80,5
562.12959.peg.532,accessory,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)_1,1184
562.16324.peg.776,core,Trimethylamine-N-oxide sensor histidine kinase TorS (EC 2.7.13.3)_1,1951
562.22542.peg.4402,unique,"Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB3 / ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB4_7",115
562.22510.peg.3241,unique,Phage tail fiber protein GpH_29,32
562.22666.peg.792,unique,Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2_1,15
562.7644.peg.4931,unique,Protein RhsD_235,7
562.42748.peg.4477,accessory,Chitinase (EC 3.2.1.14)_13,1426
562.42818.peg.2402,core,NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)_3,1967
562.22461.peg.3026,accessory,CRISPR-associated helicase Cas3_4,525
562.23416.peg.2628,unique,Phage tailspike_49,5
562.42690.peg.3423,accessory,"c-di-GMP phosphodiesterase (EC 3.1.4.52) => Heme-regulated, oxygen sensor PdeO_17",1885
562.22706.peg.2363,unique,L-rhamnose isomerase (EC 5.3.1.14)_3,12
562.22450.peg.1596,core,Leucyl-tRNA synthetase (EC 6.1.1.4)_1,1970
562.17721.peg.214,unique,Phage DNA transfer protein for transport across the cytoplasmic membrane_2,30
562.22447.peg.4276,accessory,Relaxase_2,218
562.22435.peg.3441,unique,RatA homolog_3,102
562.12961.peg.2199,core,"Mg(2+) transport ATPase, P-type (EC 3.6.3.2)_1",1966
562.7710.peg.5125,core,Protein lysine acetyltransferase Pat (EC 2.3.1.-)_3,1969
562.12959.peg.5051,core,Protein translocase subunit SecA_1,1970
562.12959.peg.732,core,"Transcriptional activator of maltose regulon, MalT_1",1954
562.22780.peg.4605,unique,Relaxase_5,6
562.42857.peg.772,core,Aconitate hydratase (EC 4.2.1.3)_1,1968
562.22716.peg.103,core,Translation initiation factor 2_1,1968
562.23827.peg.621,unique,Exodeoxyribonuclease VIII (EC 3.1.11.-)_50,54
